1.55	0.0
1.575	0.01
1.6	0.035
1.614	0.1
1.625	0.23
1.63	0.3
1.64	0.8
1.65	0.9
1.655	0.92
1.665	0.9
1.675	0.905
1.685	0.92
1.7	0.865
1.718	0.81
1.725	0.83
1.735	0.9
1.74	0.94
1.745	0.9
1.75	0.78
1.76	0.5
1.765	0.3
1.77	0.2
1.775	0.14
1.78	0.1
1.79	0.05
1.8	0.025
1.825	0.01
1.85	0.0
