 6.50  1.36e-007  8.68e-008
 6.51  1.53e-006  1.04e-006
 6.52  4.36e-006  2.45e-006
 6.53  3.38e-006  1.89e-006
 6.54  6.29e-007  4.28e-007
 6.55  2.86e-007  1.94e-007
 6.56  5.20e-008  3.67e-008
 6.57  6.21e-011  6.21e-011
 6.58  4.91e-011  4.91e-011
 6.59  3.91e-011  3.91e-011
 6.60  3.24e-011  3.24e-011
 6.61  3.03e-011  3.03e-011
 6.62  3.23e-011  3.23e-011
 6.63  7.09e-008  5.01e-008
 6.64  4.35e-008  3.07e-008
 6.65  5.57e-011  5.57e-011
 6.66  6.69e-011  6.69e-011
 6.67  7.48e-011  7.48e-011
 6.68  8.03e-011  8.03e-011
 6.69  8.40e-011  8.40e-011
 6.70  1.62e-007  1.15e-007
 6.71  7.55e-011  7.55e-011
 6.72  6.36e-011  6.36e-011
 6.73  1.35e-007  7.61e-008
 6.74  3.54e-006  1.99e-006
 6.75  4.33e-007  2.95e-007
 6.76  3.27e-006  1.84e-006
 6.77  3.17e-006  1.78e-006
 6.78  8.69e-007  5.91e-007
 6.79  5.11e-006  2.87e-006
 6.80  1.33e-006  9.06e-007
 6.81  6.91e-006  3.89e-006
 6.82  1.31e-005  7.39e-006
 6.83  9.91e-006  5.58e-006
 6.84  1.25e-005  7.04e-006
 6.85  9.38e-006  5.28e-006
 6.86  2.69e-006  1.83e-006
 6.87  2.91e-006  1.98e-006
 6.88  1.11e-005  6.25e-006
 6.89  1.46e-005  8.24e-006
 6.90  1.99e-005  1.12e-005
 6.91  3.55e-006  2.41e-006
 6.92  1.93e-005  1.09e-005
 6.93  3.50e-006  2.38e-006
 6.94  3.46e-006  2.35e-006
 6.95  3.47e-006  2.36e-006
 6.96  3.51e-006  2.38e-006
 6.97  3.76e-006  2.56e-006
 6.98  1.31e-005  7.37e-006
 6.99  3.94e-006  2.67e-006
 7.00  3.47e-006  2.36e-006
 7.01  1.27e-005  7.12e-006
 7.02  7.22e-009  7.22e-009
 7.03  9.48e-009  9.48e-009
 7.04  6.02e-007  4.25e-007
 7.05  1.60e-008  1.60e-008
 7.06  2.72e-006  1.93e-006
 7.07  2.72e-008  2.72e-008
 7.08  3.52e-008  3.52e-008
 7.09  4.55e-008  4.55e-008
 7.10  5.00e-006  3.54e-006
 7.11  7.62e-008  7.62e-008
 7.12  9.99e-008  9.99e-008
 7.13  1.31e-007  1.31e-007
 7.14  1.74e-007  1.74e-007
 7.15  2.34e-007  2.34e-007
 7.16  1.18e-005  8.31e-006
 7.17  4.40e-007  4.40e-007
 7.18  6.16e-007  6.16e-007
 7.19  8.68e-007  8.68e-007
 7.20  2.81e-005  1.98e-005
 7.21  1.72e-003  4.23e-004
 7.22  1.70e-003  4.08e-004
 7.23  2.12e-003  4.11e-004
 7.24  2.23e-003  4.70e-004
 7.25  2.05e-003  4.85e-004
 7.26  2.16e-003  4.35e-004
 7.27  1.92e-003  4.29e-004
 7.28  1.16e-003  3.46e-004
 7.29  1.64e-003  4.56e-004
 7.30  2.69e-003  4.22e-004
 7.31  3.37e-003  3.56e-004
 7.32  3.59e-003  5.53e-004
 7.33  3.52e-003  5.53e-004
 7.34  3.77e-003  5.21e-004
 7.35  3.68e-003  4.53e-004
 7.36  3.33e-003  4.28e-004
 7.37  3.34e-003  5.06e-004
 7.38  3.17e-003  4.54e-004
 7.39  3.38e-003  4.03e-004
 7.40  3.66e-003  5.58e-004
 7.41  4.28e-003  8.47e-004
 7.42  5.42e-003  1.01e-003
 7.43  7.11e-003  9.33e-004
 7.44  9.25e-003  7.69e-004
 7.45  1.17e-002  6.81e-004
 7.46  1.44e-002  7.84e-004
 7.47  1.75e-002  1.07e-003
 7.48  2.12e-002  1.53e-003
 7.49  2.63e-002  2.20e-003
 7.50  3.32e-002  3.17e-003
 7.51  4.32e-002  4.54e-003
 7.52  5.70e-002  6.44e-003
 7.53  7.56e-002  8.94e-003
 7.54  1.00e-001  1.18e-002
 7.55  1.29e-001  1.45e-002
 7.56  1.64e-001  1.69e-002
 7.57  2.01e-001  1.79e-002
 7.58  2.31e-001  1.72e-002
 7.59  2.55e-001  1.47e-002
 7.60  2.69e-001  1.12e-002
 7.61  2.73e-001  7.98e-003
 7.62  2.69e-001  5.47e-003
 7.63  2.59e-001  3.87e-003
 7.64  2.47e-001  3.28e-003
 7.65  2.36e-001  3.04e-003
 7.66  2.26e-001  2.81e-003
 7.67  2.18e-001  2.93e-003
 7.68  2.12e-001  3.14e-003
 7.69  2.09e-001  3.03e-003
 7.70  2.08e-001  2.89e-003
 7.71  2.08e-001  2.83e-003
 7.72  2.08e-001  2.77e-003
 7.73  2.10e-001  2.74e-003
 7.74  2.12e-001  2.85e-003
 7.75  2.12e-001  3.08e-003
 7.76  2.13e-001  3.10e-003
 7.77  2.15e-001  2.90e-003
 7.78  2.18e-001  2.70e-003
 7.79  2.22e-001  2.66e-003
 7.80  2.26e-001  2.62e-003
 7.81  2.30e-001  2.48e-003
 7.82  2.34e-001  2.39e-003
 7.83  2.39e-001  2.42e-003
 7.84  2.43e-001  2.71e-003
 7.85  2.46e-001  3.01e-003
 7.86  2.48e-001  3.20e-003
 7.87  2.50e-001  3.21e-003
 7.88  2.52e-001  3.24e-003
 7.89  2.53e-001  3.42e-003
 7.90  2.56e-001  3.53e-003
 7.91  2.58e-001  3.88e-003
 7.92  2.61e-001  4.43e-003
 7.93  2.66e-001  4.82e-003
 7.94  2.71e-001  4.86e-003
 7.95  2.76e-001  4.52e-003
 7.96  2.83e-001  4.14e-003
 7.97  2.91e-001  3.90e-003
 7.98  3.00e-001  4.02e-003
 7.99  3.07e-001  4.47e-003
 8.00  3.12e-001  4.83e-003
 8.01  3.17e-001  5.18e-003
 8.02  3.21e-001  5.57e-003
 8.03  3.24e-001  5.76e-003
 8.04  3.27e-001  5.49e-003
 8.05  3.29e-001  4.90e-003
 8.06  3.29e-001  4.35e-003
 8.07  3.31e-001  4.11e-003
 8.08  3.31e-001  4.16e-003
 8.09  3.34e-001  4.50e-003
 8.10  3.36e-001  4.88e-003
 8.11  3.37e-001  5.19e-003
 8.12  3.37e-001  5.37e-003
 8.13  3.36e-001  5.31e-003
 8.14  3.34e-001  5.46e-003
 8.15  3.31e-001  6.04e-003
 8.16  3.28e-001  6.45e-003
 8.17  3.24e-001  6.11e-003
 8.18  3.22e-001  5.23e-003
 8.19  3.21e-001  4.72e-003
 8.20  3.19e-001  4.82e-003
 8.21  3.18e-001  5.16e-003
 8.22  3.15e-001  5.50e-003
 8.23  3.14e-001  5.56e-003
 8.24  3.13e-001  5.59e-003
 8.25  3.11e-001  5.94e-003
 8.26  3.07e-001  6.45e-003
 8.27  3.02e-001  6.63e-003
 8.28  2.97e-001  6.19e-003
 8.29  2.92e-001  5.57e-003
 8.30  2.91e-001  5.36e-003
 8.31  2.91e-001  5.45e-003
