     0.650808  8.17807e-08
     0.651776  5.51437e-08
     0.652746  7.67158e-08
     0.653717  1.57209e-07
     0.654690  1.80640e-07
     0.655664  1.99241e-07
     0.656640  1.08191e-07
     0.657617  8.11244e-08
     0.658595  1.08125e-07
     0.659575  7.87710e-08
     0.660557  6.98419e-08
     0.661539  1.45919e-07
     0.662524  1.68932e-07
     0.663509  1.06176e-07
     0.664497  6.91566e-08
     0.665486  8.96568e-08
     0.666476  1.10646e-07
     0.667468  8.78781e-08
     0.668460  6.63696e-08
     0.669455  1.03400e-07
     0.670452  1.26303e-07
     0.671449  1.61033e-07
     0.672448  2.17242e-07
     0.673448  3.67616e-07
     0.674451  7.80262e-07
     0.675454  1.16815e-06
     0.676459  1.66480e-06
     0.677466  2.49314e-06
     0.678474  3.67288e-06
     0.679483  5.65394e-06
     0.680494  8.78873e-06
     0.681507  1.35807e-05
     0.682521  2.08141e-05
     0.683536  3.22701e-05
     0.684553  4.85014e-05
     0.685572  7.36950e-05
     0.686592  0.000108785
     0.687614  0.000161962
     0.688637  0.000229706
     0.689661  0.000308359
     0.690687  0.000391145
     0.691715  0.000473525
     0.692745  0.000644977
     0.693775  0.000912711
     0.694808   0.00128605
     0.695841   0.00179756
     0.696877   0.00250973
     0.697914   0.00347795
     0.698952   0.00481215
     0.699992   0.00661874
     0.701034   0.00911324
     0.702077    0.0124841
     0.703121    0.0170470
     0.704168    0.0230974
     0.705216    0.0307983
     0.706265    0.0402828
     0.707316    0.0512227
     0.708368    0.0631053
     0.709422    0.0747837
     0.710477    0.0851117
     0.711535    0.0931613
     0.712593    0.0989659
     0.713654     0.102672
     0.714715     0.104686
     0.715779     0.105717
     0.716844     0.106099
     0.717911     0.106277
     0.718979     0.106266
     0.720049     0.106357
     0.721120     0.106460
     0.722193     0.106565
     0.723268     0.106741
     0.724344     0.106853
     0.725422     0.106850
     0.726501     0.106779
     0.727582     0.106527
     0.728665     0.106145
     0.729748     0.105544
     0.730835     0.104857
     0.731922     0.103979
     0.733011     0.103036
     0.734102     0.101947
     0.735194     0.100951
     0.736288    0.0998447
     0.737383    0.0987669
     0.738481    0.0977673
     0.739580    0.0967770
     0.740680    0.0959081
     0.741782    0.0950396
     0.742886    0.0943406
     0.743991    0.0937193
     0.745098    0.0931561
     0.746206    0.0926786
     0.747317    0.0922943
     0.748429    0.0919859
     0.749543    0.0917167
     0.750658    0.0914741
     0.751775    0.0913019
     0.752894    0.0911593
     0.754014    0.0909182
     0.755136    0.0907819
     0.756259    0.0906536
     0.757384    0.0905395
     0.758512    0.0902594
     0.759640    0.0900414
     0.760771    0.0897916
     0.761902    0.0895616
     0.763036    0.0892737
     0.764171    0.0889619
     0.765308    0.0885561
     0.766447    0.0882285
     0.767588    0.0878223
     0.768730    0.0874138
     0.769873    0.0870020
