18.50  6.54e-006  4.61e-006
18.51  9.69e-006  6.83e-006
18.52  1.23e-005  8.71e-006
18.53  1.41e-005  9.93e-006
18.54  1.41e-005  9.96e-006
18.55  1.16e-005  8.15e-006
18.56  2.47e-006  1.74e-006
18.57  1.20e-006  1.19e-006
18.58  1.28e-006  1.27e-006
18.59  1.37e-006  1.36e-006
18.60  1.47e-006  1.45e-006
18.61  1.58e-006  1.56e-006
18.62  1.37e-005  9.63e-006
18.63  2.08e-005  1.46e-005
18.64  2.39e-005  1.67e-005
18.65  2.31e-005  1.62e-005
18.66  1.85e-005  1.29e-005
18.67  7.62e-006  5.35e-006
18.68  2.56e-006  2.51e-006
18.69  2.69e-006  2.64e-006
18.70  2.79e-006  2.74e-006
18.71  6.47e-006  4.52e-006
18.72  2.05e-005  1.45e-005
18.73  2.98e-005  2.11e-005
18.74  3.71e-005  2.61e-005
18.75  4.23e-005  3.01e-005
18.76  4.65e-005  3.30e-005
18.77  4.97e-005  3.51e-005
18.78  5.15e-005  3.66e-005
18.79  5.24e-005  3.72e-005
18.80  5.27e-005  3.72e-005
18.81  5.19e-005  3.66e-005
18.82  5.10e-005  3.61e-005
18.83  4.99e-005  3.52e-005
18.84  4.96e-005  3.49e-005
18.85  5.08e-005  3.58e-005
18.86  5.32e-005  3.76e-005
18.87  5.67e-005  4.00e-005
18.88  6.12e-005  4.32e-005
18.89  6.53e-005  4.62e-005
18.90  7.03e-005  4.97e-005
18.91  7.54e-005  5.33e-005
18.92  8.10e-005  5.75e-005
18.93  8.61e-005  6.10e-005
18.94  9.11e-005  6.46e-005
18.95  9.56e-005  6.76e-005
18.96  9.89e-005  7.00e-005
18.97  1.00e-004  7.09e-005
18.98  9.81e-005  6.95e-005
18.99  9.11e-005  6.42e-005
19.00  7.63e-005  5.39e-005
19.01  4.94e-005  3.49e-005
19.02  2.55e-005  2.55e-005
19.03  2.77e-005  2.77e-005
19.04  3.02e-005  3.02e-005
19.05  5.46e-005  3.83e-005
19.06  1.03e-004  7.54e-005
19.07  3.42e-004  1.85e-004
19.08  8.05e-004  2.50e-004
19.09  1.50e-003  3.60e-004
19.10  2.06e-003  4.28e-004
19.11  2.51e-003  5.06e-004
19.12  2.64e-003  5.63e-004
19.13  2.70e-003  6.08e-004
19.14  2.59e-003  5.84e-004
19.15  2.42e-003  5.34e-004
19.16  2.14e-003  4.33e-004
19.17  1.76e-003  3.25e-004
19.18  1.30e-003  2.17e-004
19.19  7.05e-004  2.22e-004
19.20  3.08e-004  1.31e-004
19.21  1.77e-004  1.25e-004
19.22  6.79e-005  4.79e-005
19.23  1.64e-004  1.64e-004
19.24  1.80e-004  1.80e-004
19.25  1.64e-004  1.16e-004
19.26  3.00e-004  2.13e-004
19.27  4.26e-004  3.03e-004
19.28  5.46e-004  3.87e-004
19.29  6.55e-004  4.63e-004
19.30  1.51e-004  5.44e-005
19.31  7.46e-004  4.87e-004
19.32  8.15e-004  4.72e-004
19.33  9.24e-004  4.18e-004
19.34  1.05e-003  3.92e-004
19.35  1.23e-003  4.10e-004
19.36  1.40e-003  4.55e-004
19.37  1.78e-003  5.34e-004
19.38  2.21e-003  6.07e-004
19.39  2.97e-003  6.55e-004
19.40  3.87e-003  6.44e-004
19.41  4.78e-003  5.77e-004
19.42  5.63e-003  4.72e-004
19.43  6.35e-003  3.75e-004
19.44  6.84e-003  3.39e-004
19.45  7.33e-003  3.39e-004
19.46  7.64e-003  3.79e-004
19.47  7.97e-003  4.37e-004
19.48  8.22e-003  4.25e-004
19.49  8.50e-003  4.25e-004
19.50  8.87e-003  4.77e-004
19.51  9.30e-003  5.59e-004
19.52  1.00e-002  7.24e-004
19.53  1.09e-002  9.15e-004
19.54  1.21e-002  1.14e-003
19.55  1.36e-002  1.32e-003
19.56  1.54e-002  1.47e-003
19.57  1.79e-002  1.55e-003
19.58  2.05e-002  1.58e-003
19.59  2.40e-002  1.70e-003
19.60  2.78e-002  1.79e-003
19.61  3.24e-002  2.05e-003
19.62  3.73e-002  2.31e-003
19.63  4.28e-002  2.63e-003
19.64  4.89e-002  2.95e-003
19.65  5.60e-002  3.24e-003
19.66  6.37e-002  3.58e-003
19.67  7.20e-002  3.92e-003
19.68  8.15e-002  4.32e-003
19.69  9.17e-002  4.75e-003
19.70  1.04e-001  5.37e-003
19.71  1.17e-001  5.99e-003
19.72  1.33e-001  6.88e-003
19.73  1.49e-001  7.84e-003
19.74  1.68e-001  9.04e-003
19.75  1.87e-001  1.04e-002
19.76  2.09e-001  1.18e-002
19.77  2.31e-001  1.33e-002
19.78  2.56e-001  1.48e-002
19.79  2.82e-001  1.65e-002
19.80  3.08e-001  1.82e-002
19.81  3.42e-001  2.01e-002
19.82  3.77e-001  2.19e-002
19.83  4.14e-001  2.38e-002
19.84  4.51e-001  2.56e-002
19.85  4.88e-001  2.74e-002
19.86  5.26e-001  2.90e-002
19.87  5.57e-001  3.00e-002
19.88  5.88e-001  3.10e-002
19.89  6.16e-001  3.10e-002
19.90  6.42e-001  3.08e-002
19.91  6.64e-001  3.00e-002
19.92  6.86e-001  2.93e-002
19.93  7.08e-001  2.88e-002
19.94  7.27e-001  2.83e-002
19.95  7.43e-001  2.81e-002
19.96  7.55e-001  2.81e-002
19.97  7.62e-001  2.82e-002
19.98  7.69e-001  2.83e-002
19.99  7.69e-001  2.84e-002
20.00  7.69e-001  2.84e-002
20.01  7.67e-001  2.83e-002
20.02  7.67e-001  2.81e-002
20.03  7.67e-001  2.77e-002
20.04  7.68e-001  2.73e-002
20.05  7.71e-001  2.70e-002
20.06  7.75e-001  2.71e-002
20.07  7.78e-001  2.75e-002
20.08  7.82e-001  2.81e-002
20.09  7.85e-001  2.89e-002
20.10  7.86e-001  2.96e-002
20.11  7.86e-001  3.02e-002
20.12  7.90e-001  3.06e-002
20.13  7.96e-001  3.09e-002
20.14  8.06e-001  3.09e-002
20.15  8.16e-001  3.08e-002
20.16  8.29e-001  3.05e-002
20.17  8.39e-001  3.02e-002
20.18  8.49e-001  2.97e-002
20.19  8.55e-001  2.93e-002
20.20  8.56e-001  2.86e-002
20.21  8.59e-001  2.80e-002
20.22  8.57e-001  2.77e-002
20.23  8.57e-001  2.75e-002
20.24  8.54e-001  2.86e-002
20.25  8.51e-001  3.03e-002
20.26  8.49e-001  3.22e-002
20.27  8.49e-001  3.41e-002
20.28  8.43e-001  3.47e-002
20.29  8.37e-001  3.54e-002
20.30  8.31e-001  3.48e-002
20.31  8.26e-001  3.42e-002
20.32  8.20e-001  3.29e-002
20.33  8.17e-001  3.16e-002
20.34  8.17e-001  3.05e-002
20.35  8.18e-001  2.95e-002
20.36  8.24e-001  2.92e-002
20.37  8.31e-001  2.89e-002
20.38  8.41e-001  2.93e-002
20.39  8.48e-001  2.96e-002
20.40  8.55e-001  2.99e-002
20.41  8.58e-001  3.02e-002
20.42  8.62e-001  2.99e-002
20.43  8.65e-001  2.95e-002
20.44  8.69e-001  2.90e-002
20.45  8.76e-001  2.85e-002
20.46  8.83e-001  2.81e-002
20.47  8.93e-001  2.79e-002
20.48  8.99e-001  2.79e-002
20.49  9.09e-001  2.80e-002
20.50  9.10e-001  2.87e-002
20.51  9.14e-001  2.94e-002
20.52  9.11e-001  3.02e-002
20.53  9.08e-001  3.10e-002
20.54  9.02e-001  3.13e-002
20.55  8.99e-001  3.17e-002
20.56  8.97e-001  3.23e-002
20.57  8.94e-001  3.27e-002
20.58  8.94e-001  3.33e-002
20.59  8.95e-001  3.40e-002
20.60  8.92e-001  3.40e-002
20.61  8.89e-001  3.43e-002
20.62  8.86e-001  3.37e-002
20.63  8.80e-001  3.34e-002
20.64  8.78e-001  3.28e-002
20.65  8.72e-001  3.21e-002
20.66  8.72e-001  3.16e-002
20.67  8.76e-001  3.11e-002
20.68  8.82e-001  3.07e-002
20.69  8.93e-001  3.04e-002
20.70  8.99e-001  3.02e-002
20.71  9.06e-001  3.00e-002
20.72  9.10e-001  2.98e-002
20.73  9.10e-001  2.96e-002
20.74  9.08e-001  2.95e-002
