0.81059204  a
0.81175423  a
0.82667932  a
0.84105192  a
0.84269624  a  
0.85237824  a
0.86703238  a
0.91254706  a
0.91971613  a
0.92270294  a
0.92940816  a
0.93567845  a
0.96604346  a
0.97871851  a
1.0054793   a
1.0335593   a
1.0883921   a
1.0953725   a
1.1081902   a
1.1109502   a
1.1396822   a
1.1444965   a
1.1470685   a
1.1491253   a
1.1690803   a
1.1722695   a
1.1736447   a
1.1887730   a
1.1899888   a
1.2029939   a
1.2115639   a
1.2346769   a
1.2359522   a
1.2406221   a
1.2442724   a
1.2491079   a
1.2557759   a
1.2625072   a
1.2641937   a
1.2705755   a
1.2736901   a
1.2749719   a
1.2806239   a
1.2936734   a
1.2960202   a
1.3011822   a
1.3031988   a
1.3231722   a
1.3234515   a
1.3276265   a
1.3370766   a
1.3547909   a
1.3577330   a
1.3603052   a
1.3626384   a
1.3682289   a
1.3722328   a
1.4097493   a
1.4654350   a
1.4743167   a
1.5050615   a
1.5176837   a
1.5333534   a
1.5406849   a
1.5821098   a
1.5894028   a
1.5993859   a
1.6127061   a
1.6184443   a
1.6441065   a
1.6524380   a
1.6744651   a
1.6945211   a
1.7919521   a
1.9822918   a
1.9971180   a
2.0322557   a
2.0621856   a
2.0652771   a
2.0816722   a
2.0991839   a
2.1338708   a
2.1540084   a
2.2045576   a
2.2083206   a
2.3139516   a
2.3851542   a
2.3973057   a
2.5132127   a
2.5494600   a
2.5512187   a
2.5668023   a
2.6550282   a
2.6843026   a
2.6917052   a
2.7233027   a
2.7363805   a
2.7793508   a
2.8202418   a
2.8245953   a
2.8321769   a
2.8505731   a
2.8620233   a
2.8782931   a
2.8843088   a
2.9134037   a
2.9796793   a
3.08161     s
3.13966     s
3.14648     s
3.23064     s
3.27127     s
3.28018     s
3.34612     s
3.36853     s
3.38033     s
3.39207     s
3.40409     s
3.41620     s
3.44064     s
3.45354     s
3.46592     s
3.6220848   a
3.6491996   a
3.7085908   a
3.8120725   a
3.9909111   a
4.0433124   a
4.60252     s
4.61006     s
4.61761     s
4.62554     s
4.63328     s
4.78428     s
4.81322     s
4.89234     s
4.89884     s
4.90807     s
4.93395     s
4.94308     s
5.00263     s
5.01923     s
5.02937     s
5.06018     s
5.08387     s
5.09897     s
5.13881     s
5.14847     s
5.17327     s
5.20047     s
5.21372     s
5.25099     s
5.27662     s
5.29231     s
5.30590     s
5.32039     s
5.32869     s
