       0    -0.849000    0.0500000
       5    -0.738000    0.0500000
      10    -0.537000    0.0500000
      15    -0.354000    0.0500000
      20    -0.196000    0.0500000
      25   -0.0190000    0.0500000
      30     0.262000    0.0500000
      35     0.413000    0.0500000
      40     0.734000    0.0500000
      45     0.882000    0.0500000
      50      1.25800    0.0500000
      55      1.30500    0.0500000
      60      1.54100    0.0500000
      65      1.76800    0.0500000
      70      1.93500    0.0500000
      75      2.14700    0.0500000
      80      2.45600    0.0500000
      85      2.67600    0.0500000
      90      2.99400    0.0500000
      95      3.20000    0.0500000
     100      3.31800    0.0500000
