  306  51690    1    0.105885
  306  51690    2    0.038341
  306  51690    3    0.214815
  306  51690    5    0.149476
  306  51690    7    0.179940
  306  51690    8    0.090310
#  306  51690    9    0.081160
  306  51690   10    0.037743
  306  51690   11    0.180783
  306  51690   12    0.107694
  306  51690   13    0.244171
  306  51690   14    0.256782
  306  51690   15    0.215066
  306  51690   16    0.282065
  306  51690   17    0.107490
  306  51690   19    0.106369
  306  51690   22    0.140565
  306  51690   23    0.134880
  306  51690   25    0.105452
  306  51690   26    0.082007
  306  51690   27    0.036979
  306  51690   28    0.122329
  306  51690   30    0.082206
  306  51690   31    0.105350
  306  51690   32    0.136894
  306  51690   33    0.460528
  306  51690   35    0.285287
#  306  51690   36    0.038078
  306  51690   37    0.105503
  306  51690   38    0.137339
  306  51690   39    0.081783
  306  51690   40    0.106012
  306  51690   41    0.088905
  306  51690   42    0.224785
  306  51690   44    0.228599
  306  51690   45    0.025416
  306  51690   46    0.180185
  306  51690   49    0.244744
  306  51690   50    0.131097
  306  51690   51    0.162706
  306  51690   52    0.218849
  306  51690   53    0.088905
  306  51690   55    0.218933
  306  51690   56    0.047804
  306  51690   57    0.106191
  306  51690   58    0.218905
  306  51690   59    0.461841
  306  51690   60    0.387522
  306  51690   61    0.326020
  306  51690   62    0.106879
  306  51690   63    0.107312
  306  51690   65    0.107057
  306  51690   66    0.288309
  306  51690   67    0.080936
#  306  51690   68    0.218709
  306  51690   69    0.105554
  306  51690   70    0.106904
  306  51690   71    0.136894
  306  51690   72    0.139646
  306  51690   73    0.029295
  306  51690   74    0.092748
  306  51690   75    0.134854
  306  51690   77    0.218204
  306  51690   78    0.056769
  306  51690   79    0.138178
  306  51690   80    0.139882
  306  51690   81    0.029746
  306  51690   82    0.013795
  306  51690   83    0.080886
  306  51690   84    0.081658
  306  51690   85    0.228570
  306  51690   86    0.056209
  306  51690   87    0.055699
  306  51690   88    0.055796
  306  51690   89    0.055942
  306  51690   90    0.132583
  306  51690   91    0.326172
  306  51690   92    0.133731
  306  51690   94    0.148101
  306  51690   95    0.163161
  306  51690   96    0.088955
  306  51690   97    0.055529
  306  51690   98    0.082082
  306  51690   99    0.130837
  306  51690  100    0.249051
  306  51690  101    0.137444
  306  51690  102    0.106751
  306  51690  103    0.106140
  306  51690  104    0.129198
  306  51690  105    0.105809
  306  51690  106    0.221040
  306  51690  108    0.106930
  306  51690  112    0.161449
  306  51690  113    0.006005
  306  51690  115    0.211044
  306  51690  116    0.123104
  306  51690  118    0.151808
  306  51690  119    0.122509
  306  51690  120    0.139069
  306  51690  121    0.121708
  306  51690  122    0.121786
  306  51690  123    0.116221
  306  51690  125    0.262874
  306  51690  126    0.054557
  306  51690  130    0.136842
  306  51690  131    0.121915
  306  51690  132    0.217026
  306  51690  136    0.150721
  306  51690  137    0.054703
  306  51690  140    0.055237
  306  51690  141    0.029722
  306  51690  142    0.136920
  306  51690  144    0.122742
  306  51690  145    0.136344
  306  51690  146    0.088704
  306  51690  148    0.056015
  306  51690  149    0.088880
  306  51690  150    0.137077
  306  51690  151    0.083677
  306  51690  152    0.147572
  306  51690  153    0.035905
  306  51690  154    0.401942
  306  51690  155    0.106089
  306  51690  156    0.136685
  306  51690  159    0.136711
  306  51690  160    0.103723
#  306  51690  161    0.450541
  306  51690  162    0.212300
  306  51690  166    0.217952
  306  51690  167    0.257506
  306  51690  168    0.055334
  306  51690  179    0.104333
  306  51690  182    0.124657
  306  51690  183    0.136214
  306  51690  184    0.122406
#  306  51690  185    0.134776
  306  51690  186    0.094108
  306  51690  190    0.122949
  306  51690  192    0.136711
  306  51690  194    0.092924
  306  51690  195    0.088203
  306  51690  196    0.092798
  306  51690  197    0.087627
  306  51690  198    0.092798
  306  51690  199    0.281298
  306  51690  200    0.220113
  306  51690  201    0.401361
  306  51690  202    0.035118
  306  51690  203    0.082755
  306  51690  204    0.402006
  306  51690  206    0.072210
  306  51690  207    0.401458
  306  51690  208    0.361257
  306  51690  209    0.082082
#  306  51690  210    0.402975
  306  51690  212    0.131879
  306  51690  214    0.141222
  306  51690  215    0.396786
  306  51690  218    0.258867
  306  51690  219    0.132896
  306  51690  220    0.104231
  306  51690  221    0.123285
  306  51690  222    0.320262
  306  51690  223    0.439594
  306  51690  226    0.131462
  306  51690  227    0.108026
  306  51690  228    0.132166
  306  51690  230    0.131332
  306  51690  231    0.133888
  306  51690  232    0.440290
  306  51690  233    0.136816
  306  51690  234    0.108485
  306  51690  235    0.122096
  306  51690  237    0.030386
  306  51690  238    0.123906
  306  51690  240    0.137444
  306  51690  241    0.330117
  306  51690  242    0.121115
  306  51690  244    0.357063
  306  51690  247    0.072877
  306  51690  248    0.137261
  306  51690  249    0.079767
  306  51690  251    0.123285
  306  51690  252    0.104155
  306  51690  253    0.029864
  306  51690  255    0.402878
  306  51690  256    0.087953
  306  51690  257    0.122975
  306  51690  259    0.082356
  306  51690  262    0.083129
  306  51690  263    0.131566
  306  51690  264    0.030125
  306  51690  267    0.118201
  306  51690  268    0.319836
  306  51690  269    0.220872
  306  51690  270    0.136501
  306  51690  272    0.085151
  306  51690  273    0.086025
  306  51690  275    0.030101
  306  51690  276    0.184486
  306  51690  277    0.158057
  306  51690  278    0.030291
  306  51690  280    0.136920
  306  51690  281    0.130551
  306  51690  283    0.132061
  306  51690  284    0.104180
  306  51690  286    0.030125
  306  51690  287    0.030386
#  306  51690  288    0.398814
  306  51690  289    0.319715
  306  51690  290    0.133888
  306  51690  291    0.137051
  306  51690  292    0.218092
  306  51690  293    0.073322
  306  51690  294    0.079170
  306  51690  295    0.048045
  306  51690  296    0.049567
  306  51690  298    0.072507
  306  51690  299    0.055213
  306  51690  300    0.073025
  306  51690  301    0.160085
  306  51690  304    0.126860
  306  51690  305    0.136292
  306  51690  306    0.335211
  306  51690  309    0.130707
  306  51690  310    0.073174
  306  51690  312    0.283926
  306  51690  313    0.221743
  306  51690  314    0.164582
  306  51690  315    0.079295
  306  51690  316    0.131202
  306  51690  317    0.284932
  306  51690  318    0.104282
  306  51690  319    0.134880
  306  51690  320    0.163992
  306  51690  321    0.113807
  306  51690  322    0.319897
  306  51690  323    0.114731
  306  51690  324    0.125615
  306  51690  325    0.110274
  306  51690  326    0.098348
  306  51690  327    0.101210
  306  51690  328    0.025746
#  306  51690  329    0.144775
  306  51690  330    0.373093
  306  51690  332    0.123828
  306  51690  334    0.114962
  306  51690  335    0.150403
  306  51690  336    0.101920
  306  51690  337    0.170011
  306  51690  338    0.052325
  306  51690  339    0.161181
  306  51690  341    0.335027
  306  51690  342    0.085300
  306  51690  343    0.056988
  306  51690  344    0.114602
  306  51690  347    0.128938
  306  51690  348    0.135691
  306  51690  349    0.084976
  306  51690  350    0.295329
  306  51690  353    0.023953
  306  51690  354    0.332386
  306  51690  355    0.134880
  306  51690  356    0.084426
  306  51690  358    0.084826
  306  51690  359    0.084551
  306  51690  360    0.229221
  306  51690  361    0.113397
  306  51690  362    0.212216
  306  51690  363    0.152100
  306  51690  364    0.422656
  306  51690  366    0.123001
  306  51690  368    0.122018
  306  51690  369    0.190392
  306  51690  370    0.123414
  306  51690  371    0.123389
  306  51690  372    0.029722
  306  51690  373    0.029698
#  306  51690  376    0.481051
  306  51690  377    0.329077
  306  51690  378    0.086576
  306  51690  379    0.323915
  306  51690  380    0.155846
  306  51690  381    0.051284
  306  51690  382    0.053804
  306  51690  383    0.055237
  306  51690  384    0.363986
  306  51690  385    0.055747
  306  51690  386    0.055966
  306  51690  387    0.055796
  306  51690  388    0.102808
  306  51690  390    0.056939
  306  51690  392    0.114218
  306  51690  393    0.129406
  306  51690  394    0.102148
  306  51690  395    0.104485
  306  51690  396    0.138099
  306  51690  397    0.105350
  306  51690  399    0.054533
  306  51690  401    0.132948
  306  51690  403    0.136240
  306  51690  404    0.030030
  306  51690  405    0.026101
  306  51690  406    0.123984
  306  51690  407    0.133444
  306  51690  408    0.030457
  306  51690  409    0.136292
  306  51690  410    0.030078
  306  51690  411    0.132792
  306  51690  412    0.087327
  306  51690  413    0.136946
  306  51690  414    0.150641
  306  51690  415    0.298853
  306  51690  416    0.205313
  306  51690  418    0.068317
  306  51690  419    0.131671
  306  51690  420    0.137601
  306  51690  421    0.055747
  306  51690  422    0.054241
  306  51690  423    0.150853
  306  51690  424    0.147810
  306  51690  425    0.086351
  306  51690  426    0.129900
  306  51690  427    0.136632
  306  51690  428    0.189597
  306  51690  429    0.054873
  306  51690  430    0.055893
  306  51690  431    0.056282
  306  51690  432    0.103265
  306  51690  434    0.086726
  306  51690  436    0.118073
  306  51690  438    0.102961
  306  51690  439    0.054533
  306  51690  440    0.102377
  306  51690  441    0.078276
  306  51690  442    0.081110
  306  51690  443    0.336319
  306  51690  445    0.399491
  306  51690  446    0.117455
  306  51690  449    0.144300
  306  51690  450    0.108792
  306  51690  451    0.029935
#  306  51690  453    0.472313
  306  51690  454    0.071445
  306  51690  455    0.222588
  306  51690  456    0.127042
  306  51690  459    0.150112
  306  51690  461    0.095267
  306  51690  462    0.135586
  306  51690  463    0.095191
  306  51690  465    0.299391
  306  51690  466    0.373694
  306  51690  467    0.135455
  306  51690  468    0.136135
  306  51690  469    0.162492
  306  51690  470    0.130577
  306  51690  471    0.130525
  306  51690  472    0.131644
  306  51690  473    0.054945
  306  51690  474    0.055893
  306  51690  475    0.053732
  306  51690  476    0.079021
  306  51690  477    0.035333
  306  51690  479    0.087777
  306  51690  480    0.130446
  306  51690  481    0.129978
  306  51690  485    0.054508
  306  51690  486    0.052568
  306  51690  487    0.035524
  306  51690  488    0.034618
  306  51690  489    0.130863
  306  51690  490    0.120805
  306  51690  491    0.289793
  306  51690  492    0.136344
  306  51690  493    0.055529
  306  51690  494    0.099284
  306  51690  496    0.093730
  306  51690  498    0.130420
  306  51690  499    0.404785
  306  51690  501    0.446106
  306  51690  502    0.130134
  306  51690  503    0.054897
  306  51690  504    0.034165
  306  51690  505    0.005403
  306  51690  506    0.121708
  306  51690  507    0.156991
  306  51690  508    0.092823
  306  51690  509    0.025935
  306  51690  510    0.148286
  306  51690  511    0.031074
  306  51690  514    0.071939
  306  51690  516    0.473669
  306  51690  517    0.128158
  306  51690  520    0.035118
  306  51690  521    0.119489
  306  51690  522    0.068563
  306  51690  523    0.120882
  306  51690  526    0.126549
  306  51690  527    0.150376
  306  51690  528    0.108715
  306  51690  529    0.137627
  306  51690  530    0.114474
  306  51690  532    0.078003
  306  51690  533    0.078574
  306  51690  534    0.156086
  306  51690  535    0.034165
  306  51690  536    0.150800
  306  51690  537    0.124268
  306  51690  538    0.136789
